hr|label
89.00076296294061|0
88.00013733349407|0
87.00044251858654|0
87.00044251858654|0
87.00044251858654|0
87.00044251858654|0
86.00074770367901|0
85.00012207423246|0
85.00012207423246|0
82.00010681497086|0
82.00010681497086|0
81.00041200006333|0
81.00041200006333|0
81.00041200006333|0
82.00010681497086|0
83.00073244441741|0
83.00073244441741|0
83.00073244441741|0
83.00073244441741|0
83.00073244441741|0
82.00010681497086|0
82.00010681497086|0
82.00010681497086|0
82.00010681497086|0
82.00010681497086|0
82.00010681497086|0
81.00041200006333|0
81.00041200006333|0
81.00041200006333|0
81.00041200006333|0
84.00042725932494|0
84.00042725932494|0
85.00012207423246|0
85.00012207423246|0
85.00012207423246|0
84.00042725932494|0
82.00010681497086|0
81.00041200006333|0
80.0007171851558|0
79.00009155570925|0
78.00039674080172|0
77.00070192589419|0
77.00070192589419|0
76.00007629644765|0
75.00038148154012|0
74.00068666663259|0
74.00068666663259|0
73.00006103718604|0
73.00006103718604|0
73.00006103718604|0
72.00036622227852|0
71.00067140737099|0
71.00067140737099|0
70.00004577792444|0
70.00004577792444|0
70.00004577792444|0
70.00004577792444|0
71.00067140737099|0
71.00067140737099|0
71.00067140737099|0
71.00067140737099|0
71.00067140737099|0
72.00036622227852|0
73.00006103718604|0
74.00068666663259|0
74.00068666663259|0
74.00068666663259|0
73.00006103718604|0
71.00067140737099|0
69.00035096301691|0
68.00065614810939|0
67.00003051866284|0
66.00033570375531|0
68.00065614810939|0
68.00065614810939|0
69.00035096301691|0
71.00067140737099|0
72.00036622227852|0
71.00067140737099|0
71.00067140737099|0
70.00004577792444|0
69.00035096301691|0
68.00065614810939|0
67.00003051866284|0
67.00003051866284|0
67.00003051866284|0
67.00003051866284|0
67.00003051866284|0
68.00065614810939|0
68.00065614810939|0
69.00035096301691|0
69.00035096301691|0
69.00035096301691|0
69.00035096301691|0
68.00065614810939|0
68.00065614810939|0
68.00065614810939|0
68.00065614810939|0
68.00065614810939|0
69.00035096301691|0
69.00035096301691|0
69.00035096301691|0
70.00004577792444|0
71.00067140737099|0
70.00004577792444|0
70.00004577792444|0
70.00004577792444|0
70.00004577792444|0
70.00004577792444|0
71.00067140737099|0
73.00006103718604|0
73.00006103718604|0
75.00038148154012|0
77.00070192589419|0
77.00070192589419|0
77.00070192589419|0
77.00070192589419|0
76.00007629644765|0
76.00007629644765|0
76.00007629644765|0
76.00007629644765|0
76.00007629644765|0
76.00007629644765|0
76.00007629644765|0
76.00007629644765|0
75.00038148154012|0
74.00068666663259|0
72.00036622227852|0
71.00067140737099|0
70.00004577792444|0
69.00035096301691|0
69.00035096301691|0
69.00035096301691|0
69.00035096301691|0
69.00035096301691|0
69.00035096301691|0
69.00035096301691|0
69.00035096301691|0
69.00035096301691|0
69.00035096301691|0
69.00035096301691|0
69.00035096301691|0
70.00004577792444|0
70.00004577792444|0
71.00067140737099|0
71.00067140737099|0
71.00067140737099|0
71.00067140737099|0
70.00004577792444|0
70.00004577792444|0
70.00004577792444|0
71.00067140737099|0
71.00067140737099|0
71.00067140737099|0
72.00036622227852|0
72.00036622227852|0
71.00067140737099|0
71.00067140737099|0
70.00004577792444|0
70.00004577792444|0
70.00004577792444|0
69.00035096301691|0
69.00035096301691|0
69.00035096301691|0
68.00065614810939|0
68.00065614810939|0
68.00065614810939|0
68.00065614810939|0
68.00065614810939|0
68.00065614810939|0
69.00035096301691|0
69.00035096301691|0
69.00035096301691|0
69.00035096301691|0
70.00004577792444|0
70.00004577792444|0
70.00004577792444|0
70.00004577792444|0
70.00004577792444|0
70.00004577792444|0
70.00004577792444|0
70.00004577792444|0
70.00004577792444|0
70.00004577792444|0
70.00004577792444|0
71.00067140737099|0
72.00036622227852|0
72.00036622227852|0
72.00036622227852|0
73.00006103718604|0
73.00006103718604|0
73.00006103718604|0
73.00006103718604|0
75.00038148154012|0
77.00070192589419|0
77.00070192589419|0
78.00039674080172|0
78.00039674080172|0
78.00039674080172|0
77.00070192589419|0
77.00070192589419|0
76.00007629644765|0
76.00007629644765|0
75.00038148154012|0
75.00038148154012|0
74.00068666663259|0
74.00068666663259|0
74.00068666663259|0
73.00006103718604|0
73.00006103718604|0
72.00036622227852|0
72.00036622227852|0
72.00036622227852|0
72.00036622227852|0
72.00036622227852|0
72.00036622227852|0
71.00067140737099|0
71.00067140737099|0
71.00067140737099|0
71.00067140737099|0
71.00067140737099|0
71.00067140737099|0
71.00067140737099|0
71.00067140737099|0
71.00067140737099|0
71.00067140737099|0
72.00036622227852|0
72.00036622227852|0
72.00036622227852|0
73.00006103718604|0
73.00006103718604|0
73.00006103718604|0
73.00006103718604|0
73.00006103718604|0
73.00006103718604|0
73.00006103718604|0
73.00006103718604|0
73.00006103718604|0
74.00068666663259|0
74.00068666663259|0
74.00068666663259|0
75.00038148154012|0
77.00070192589419|0
77.00070192589419|0
79.00009155570925|0
80.0007171851558|0
78.00039674080172|0
76.00007629644765|0
76.00007629644765|0
75.00038148154012|0
75.00038148154012|0
75.00038148154012|0
76.00007629644765|0
76.00007629644765|0
76.00007629644765|0
76.00007629644765|0
77.00070192589419|0
77.00070192589419|0
77.00070192589419|0
76.00007629644765|0
76.00007629644765|0
75.00038148154012|0
74.00068666663259|0
74.00068666663259|0
74.00068666663259|0
74.00068666663259|0
74.00068666663259|0
74.00068666663259|0
74.00068666663259|0
74.00068666663259|0
74.00068666663259|0
74.00068666663259|0
73.00006103718604|0
73.00006103718604|0
73.00006103718604|0
73.00006103718604|0
73.00006103718604|0
73.00006103718604|0
73.00006103718604|0
73.00006103718604|0
72.00036622227852|0
71.00067140737099|0
71.00067140737099|0
71.00067140737099|0
71.00067140737099|0
71.00067140737099|0
71.00067140737099|0
72.00036622227852|0
73.00006103718604|0
73.00006103718604|0
73.00006103718604|0
73.00006103718604|0
73.00006103718604|0
73.00006103718604|0
73.00006103718604|0
73.00006103718604|0
73.00006103718604|0
73.00006103718604|0
73.00006103718604|0
72.00036622227852|0
72.00036622227852|1
76.00007629644765|1
74.00068666663259|1
73.00006103718604|1
73.00006103718604|1
72.00036622227852|1
72.00036622227852|1
72.00036622227852|1
73.00006103718604|1
75.00038148154012|1
75.00038148154012|1
77.00070192589419|1
77.00070192589419|1
78.00039674080172|1
78.00039674080172|1
